"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - июнь 2016 г.)"
"  Ненецкий АО","3_11","Всего прекращено дел в связи с установлением личности",0
"  Ненецкий АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-8.333333333
"  Ненецкий АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-17.94871795
"Вологодская область","3_11","Всего разыскивалось лиц",1888
"Вологодская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",442
"Вологодская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1069
"Вологодская область","3_11","Установлено лиц из числа находившихся в розыске",1272
"Вологодская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",270
"Вологодская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",629
"Вологодская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",34
"Вологодская область","3_11","Всего прекращено дел в связи с установлением личности",4
"Вологодская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-16.25615764
"Вологодская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",21.875
"Калининградская область","3_11","Всего разыскивалось лиц",522
"Калининградская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",239
"Калининградская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",277
"Калининградская область","3_11","Установлено лиц из числа находившихся в розыске",115
"Калининградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",98
"Калининградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",12
"Калининградская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",96
"Калининградская область","3_11","Всего прекращено дел в связи с установлением личности",11
"Калининградская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.8358209
"Калининградская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-19.49685535
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего разыскивалось лиц",6274
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3504
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2698
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Установлено лиц из числа находившихся в розыске",1550
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1119
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",366
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",3185
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего прекращено дел в связи с установлением личности",561
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-17.01157489
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-14.14258189
"  Ленинградская область","3_11","Всего разыскивалось лиц",2076
"  Ленинградская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",844
"  Ленинградская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1212
"  Ленинградская область","3_11","Установлено лиц из числа находившихся в розыске",477
"  Ленинградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",345
"  Ленинградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",114
"  Ленинградская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1243
"  Ленинградская область","3_11","Всего прекращено дел в связи с установлением личности",183
"  Ленинградская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-20.2247191
"  Ленинградская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.68566494
"  г. Санкт-Петербург","3_11","Всего разыскивалось лиц",4198
"  г. Санкт-Петербург","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2660
"  г. Санкт-Петербург","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1486
"  г. Санкт-Петербург","3_11","Установлено лиц из числа находившихся в розыске",1073
"  г. Санкт-Петербург","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",774
"  г. Санкт-Петербург","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",252
"  г. Санкт-Петербург","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1942
"  г. Санкт-Петербург","3_11","Всего прекращено дел в связи с установлением личности",378
"  г. Санкт-Петербург","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-16.11310592
"  г. Санкт-Петербург","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-19.34585943
"Мурманская область","3_11","Всего разыскивалось лиц",739
"Мурманская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",449
"Мурманская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",285
"Мурманская область","3_11","Установлено лиц из числа находившихся в розыске",213
"Мурманская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",197
"Мурманская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",13
"Мурманская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",38
"Мурманская область","3_11","Всего прекращено дел в связи с установлением личности",4
"Мурманская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.05617978
"Мурманская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.992031873
"Новгородская  область","3_11","Всего разыскивалось лиц",882
"Новгородская  область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",383
"Новгородская  область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",470
"Новгородская  область","3_11","Установлено лиц из числа находившихся в розыске",316
"Новгородская  область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",190
"Новгородская  область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",97
"Новгородская  область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",92
"Новгородская  область","3_11","Всего прекращено дел в связи с установлением личности",6
"Новгородская  область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-20.24793388
"Новгородская  область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.73493976
"Псковская область","3_11","Всего разыскивалось лиц",697
"Псковская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",297
"Псковская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",362
"Псковская область","3_11","Установлено лиц из числа находившихся в розыске",311
"Псковская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",158
"Псковская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",122
"Псковская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",111
"Псковская область","3_11","Всего прекращено дел в связи с установлением личности",15
"Псковская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.32075472
"Псковская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.10861423
"Северо-Кавказский фед. округ","3_11","Всего разыскивалось лиц",10877
"Северо-Кавказский фед. округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",7016
"Северо-Кавказский фед. округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3858
"Северо-Кавказский фед. округ","3_11","Установлено лиц из числа находившихся в розыске",2798
"Северо-Кавказский фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1898
"Северо-Кавказский фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",898
"Северо-Кавказский фед. округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",490
"Северо-Кавказский фед. округ","3_11","Всего прекращено дел в связи с установлением личности",21
"Северо-Кавказский фед. округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",5.23364486
"Северо-Кавказский фед. округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",7.453874539
"Ставропольский край","3_11","Всего разыскивалось лиц",3447
"Ставропольский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2108
"Ставропольский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1339
"Ставропольский край","3_11","Установлено лиц из числа находившихся в розыске",1550
"Ставропольский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",792
"Ставропольский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",758
"Ставропольский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",205
"Ставропольский край","3_11","Всего прекращено дел в связи с установлением личности",13
"Ставропольский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-39.15294118
"Ставропольский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.756578947
"Республика Ингушетия","3_11","Всего разыскивалось лиц",299
"Республика Ингушетия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",258
"Республика Ингушетия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",41
"Республика Ингушетия","3_11","Установлено лиц из числа находившихся в розыске",36
"Республика Ингушетия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",30
"Республика Ингушетия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",6
"Республика Ингушетия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",11
"Республика Ингушетия","3_11","Всего прекращено дел в связи с установлением личности",2
"Республика Ингушетия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.72093023
"Республика Ингушетия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",40
"Республика Дагестан","3_11","Всего разыскивалось лиц",2464
"Республика Дагестан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2291
"Республика Дагестан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",172
"Республика Дагестан","3_11","Установлено лиц из числа находившихся в розыске",539
"Республика Дагестан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",526
"Республика Дагестан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",13
"Республика Дагестан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",47
"Республика Дагестан","3_11","Всего прекращено дел в связи с установлением личности",3
"Республика Дагестан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",140.1650619
"Республика Дагестан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",9.230769231
"Кабардино-Балкарская Респ.","3_11","Всего разыскивалось лиц",592
"Кабардино-Балкарская Респ.","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",340
"Кабардино-Балкарская Респ.","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",251
"Кабардино-Балкарская Респ.","3_11","Установлено лиц из числа находившихся в розыске",219
"Кабардино-Балкарская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",137
"Кабардино-Балкарская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",81
"Кабардино-Балкарская Респ.","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",83
"Кабардино-Балкарская Респ.","3_11","Всего прекращено дел в связи с установлением личности",2
"Кабардино-Балкарская Респ.","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-1.463414634
"Кабардино-Балкарская Респ.","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.145251397
"Респ. Сев.Осетия - Алания","3_11","Всего разыскивалось лиц",587
"Респ. Сев.Осетия - Алания","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",340
"Респ. Сев.Осетия - Алания","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",247
"Респ. Сев.Осетия - Алания","3_11","Установлено лиц из числа находившихся в розыске",142
"Респ. Сев.Осетия - Алания","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",123
"Респ. Сев.Осетия - Алания","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",19
"Респ. Сев.Осетия - Алания","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",43
"Респ. Сев.Осетия - Алания","3_11","Всего прекращено дел в связи с установлением личности",0
"Респ. Сев.Осетия - Алания","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-37.02623907
"Респ. Сев.Осетия - Алания","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.22406639
"Карачаево-Черкесская Респ.","3_11","Всего разыскивалось лиц",436
"Карачаево-Черкесская Респ.","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",296
"Карачаево-Черкесская Респ.","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",140
"Карачаево-Черкесская Респ.","3_11","Установлено лиц из числа находившихся в розыске",125
"Карачаево-Черкесская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",111
"Карачаево-Черкесская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",14
"Карачаево-Черкесская Респ.","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",83
"Карачаево-Черкесская Респ.","3_11","Всего прекращено дел в связи с установлением личности",1
"Карачаево-Черкесская Респ.","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-26.29482072
"Карачаево-Черкесская Респ.","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",9.565217391
"Чеченская Республика","3_11","Всего разыскивалось лиц",3052
"Чеченская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1383
"Чеченская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1668
"Чеченская Республика","3_11","Установлено лиц из числа находившихся в розыске",187
"Чеченская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",179
"Чеченская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",7
"Чеченская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",18
"Чеченская Республика","3_11","Всего прекращено дел в связи с установлением личности",0
"Чеченская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",45.97560976
"Чеченская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",16.28895184
"Южный фед. округ","3_11","Всего разыскивалось лиц",12465
"Южный фед. округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",8405
"Южный фед. округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4040
"Южный фед. округ","3_11","Установлено лиц из числа находившихся в розыске",4494
"Южный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",3695
"Южный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",786
"Южный фед. округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1272
"Южный фед. округ","3_11","Всего прекращено дел в связи с установлением личности",170
"Южный фед. округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-30.89527782
"Южный фед. округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-13.80555556
"Краснодарский край","3_11","Всего разыскивалось лиц",4354
"Краснодарский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3155
"Краснодарский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1190
"Краснодарский край","3_11","Установлено лиц из числа находившихся в розыске",1454
"Краснодарский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1261
"Краснодарский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",190
"Краснодарский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",353
"Краснодарский край","3_11","Всего прекращено дел в связи с установлением личности",28
"Краснодарский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-4.13054564
"Краснодарский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.787274454
"Астраханская область","3_11","Всего разыскивалось лиц",1823
"Астраханская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1119
"Астраханская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",698
"Астраханская область","3_11","Установлено лиц из числа находившихся в розыске",844
"Астраханская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",600
"Астраханская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",238
"Астраханская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",146
"Астраханская область","3_11","Всего прекращено дел в связи с установлением личности",26
"Астраханская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.08035714
"Астраханская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-28.22719449
"Волгоградская область","3_11","Всего разыскивалось лиц",2365
"Волгоградская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1469
"Волгоградская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",894
"Волгоградская область","3_11","Установлено лиц из числа находившихся в розыске",690
"Волгоградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",605
"Волгоградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",83
"Волгоградская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",315
"Волгоградская область","3_11","Всего прекращено дел в связи с установлением личности",39
"Волгоградская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-47.94520548
"Волгоградская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",10.57971014
"Ростовская область","3_11","Всего разыскивалось лиц",3374
"Ростовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2327
"Ростовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1044
"Ростовская область","3_11","Установлено лиц из числа находившихся в розыске",1355
"Ростовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1086
"Ростовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",267
"Ростовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",343
"Ростовская область","3_11","Всего прекращено дел в связи с установлением личности",69
"Ростовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.60566335
"Ростовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-29.16666667
"Республика Адыгея","3_11","Всего разыскивалось лиц",272
"Республика Адыгея","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",171
"Республика Адыгея","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",101
"Республика Адыгея","3_11","Установлено лиц из числа находившихся в розыске",78
"Республика Адыгея","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",76
"Республика Адыгея","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",2
"Республика Адыгея","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",47
"Республика Адыгея","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Адыгея","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-53.60824742
"Республика Адыгея","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-17.09401709
"Республика Калмыкия","3_11","Всего разыскивалось лиц",277
"Республика Калмыкия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",164
"Республика Калмыкия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",113
"Республика Калмыкия","3_11","Установлено лиц из числа находившихся в розыске",73
"Республика Калмыкия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",67
"Республика Калмыкия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",6
"Республика Калмыкия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",68
"Республика Калмыкия","3_11","Всего прекращено дел в связи с установлением личности",8
"Республика Калмыкия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.24161074
"Республика Калмыкия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",3.883495146
"Приволжский фед.округ","3_11","Всего разыскивалось лиц",24890
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",12249
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",11692
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",11802
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",6552
