"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - декабрь 2017 г.)"
"  Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",27
"  Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",8
"  Ненецкий АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",3
"  Ненецкий АО","3_11","Всего прекращено дел в связи с установлением личности",1
"  Ненецкий АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.18181818
"  Ненецкий АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-21.79487179
"Вологодская область","3_11","Всего разыскивалось лиц",3136
"Вологодская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",513
"Вологодская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1892
"Вологодская область","3_11","Установлено лиц из числа находившихся в розыске",2551
"Вологодская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",365
"Вологодская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1455
"Вологодская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",44
"Вологодская область","3_11","Всего прекращено дел в связи с установлением личности",11
"Вологодская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.33333333
"Вологодская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",15.15151515
"Калининградская область","3_11","Всего разыскивалось лиц",653
"Калининградская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",351
"Калининградская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",293
"Калининградская область","3_11","Установлено лиц из числа находившихся в розыске",266
"Калининградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",226
"Калининградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",32
"Калининградская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",95
"Калининградская область","3_11","Всего прекращено дел в связи с установлением личности",5
"Калининградская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-42.45283019
"Калининградская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-22.36421725
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего разыскивалось лиц",6975
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",4128
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2744
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Установлено лиц из числа находившихся в розыске",2648
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1946
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",606
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2797
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего прекращено дел в связи с установлением личности",739
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.04576976
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-32.13328227
"  Ленинградская область","3_11","Всего разыскивалось лиц",2240
"  Ленинградская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",975
"  Ленинградская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1237
"  Ленинградская область","3_11","Установлено лиц из числа находившихся в розыске",716
"  Ленинградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",487
"  Ленинградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",203
"  Ленинградская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1086
"  Ленинградская область","3_11","Всего прекращено дел в связи с установлением личности",228
"  Ленинградская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-28.94736842
"  Ленинградская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-26.43284859
"  г. Санкт-Петербург","3_11","Всего разыскивалось лиц",4735
"  г. Санкт-Петербург","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3153
"  г. Санкт-Петербург","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1507
"  г. Санкт-Петербург","3_11","Установлено лиц из числа находившихся в розыске",1932
"  г. Санкт-Петербург","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1459
"  г. Санкт-Петербург","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",403
"  г. Санкт-Петербург","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1711
"  г. Санкт-Петербург","3_11","Всего прекращено дел в связи с установлением личности",511
"  г. Санкт-Петербург","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-26.49687221
"  г. Санкт-Петербург","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-36.75450763
"Мурманская область","3_11","Всего разыскивалось лиц",776
"Мурманская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",470
"Мурманская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",300
"Мурманская область","3_11","Установлено лиц из числа находившихся в розыске",269
"Мурманская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",236
"Мурманская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",28
"Мурманская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",42
"Мурманская область","3_11","Всего прекращено дел в связи с установлением личности",11
"Мурманская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-43.97905759
"Мурманская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.100775194
"Новгородская  область","3_11","Всего разыскивалось лиц",1184
"Новгородская  область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",532
"Новгородская  область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",628
"Новгородская  область","3_11","Установлено лиц из числа находившихся в розыске",610
"Новгородская  область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",338
"Новгородская  область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",249
"Новгородская  область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",87
"Новгородская  область","3_11","Всего прекращено дел в связи с установлением личности",10
"Новгородская  область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-20.57613169
"Новгородская  область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-16.9047619
"Псковская область","3_11","Всего разыскивалось лиц",864
"Псковская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",400
"Псковская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",434
"Псковская область","3_11","Установлено лиц из числа находившихся в розыске",458
"Псковская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",253
"Псковская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",180
"Псковская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",70
"Псковская область","3_11","Всего прекращено дел в связи с установлением личности",24
"Псковская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.01886792
"Псковская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-17.56272401
"Северо-Кавказский фед.округ","3_11","Всего разыскивалось лиц",12903
"Северо-Кавказский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",8532
"Северо-Кавказский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4368
"Северо-Кавказский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",4196
"Северо-Кавказский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2916
"Северо-Кавказский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1278
"Северо-Кавказский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",443
"Северо-Кавказский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",50
"Северо-Кавказский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",7.473309609
"Северо-Кавказский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",7.744227353
"Ставропольский край","3_11","Всего разыскивалось лиц",4417
"Ставропольский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2810
"Ставропольский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1607
"Ставропольский край","3_11","Установлено лиц из числа находившихся в розыске",2475
"Ставропольский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1439
"Ставропольский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1036
"Ставропольский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",213
"Ставропольский край","3_11","Всего прекращено дел в связи с установлением личности",26
"Ставропольский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-42.95743747
"Ставропольский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-12.74193548
"Республика Ингушетия","3_11","Всего разыскивалось лиц",356
"Республика Ингушетия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",308
"Республика Ингушетия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",48
"Республика Ингушетия","3_11","Установлено лиц из числа находившихся в розыске",89
"Республика Ингушетия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",78
"Республика Ингушетия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",11
"Республика Ингушетия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",11
"Республика Ингушетия","3_11","Всего прекращено дел в связи с установлением личности",1
"Республика Ингушетия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.62962963
"Республика Ингушетия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",47.82608696
"Республика Дагестан","3_11","Всего разыскивалось лиц",2909
"Республика Дагестан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2607
"Республика Дагестан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",300
"Республика Дагестан","3_11","Установлено лиц из числа находившихся в розыске",679
"Республика Дагестан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",647
"Республика Дагестан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",31
"Республика Дагестан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",43
"Республика Дагестан","3_11","Всего прекращено дел в связи с установлением личности",8
"Республика Дагестан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",150
"Республика Дагестан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",100
"Кабардино-Балкарская Респ.","3_11","Всего разыскивалось лиц",754
"Кабардино-Балкарская Респ.","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",459
"Кабардино-Балкарская Респ.","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",295
"Кабардино-Балкарская Респ.","3_11","Установлено лиц из числа находившихся в розыске",357
"Кабардино-Балкарская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",230
"Кабардино-Балкарская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",127
"Кабардино-Балкарская Респ.","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",33
"Кабардино-Балкарская Респ.","3_11","Всего прекращено дел в связи с установлением личности",5
"Кабардино-Балкарская Респ.","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-0.446428571
"Кабардино-Балкарская Респ.","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.791208791
"Респ. Сев.Осетия - Алания","3_11","Всего разыскивалось лиц",716
"Респ. Сев.Осетия - Алания","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",441
"Респ. Сев.Осетия - Алания","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",274
"Респ. Сев.Осетия - Алания","3_11","Установлено лиц из числа находившихся в розыске",240
"Респ. Сев.Осетия - Алания","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",211
"Респ. Сев.Осетия - Алания","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",28
"Респ. Сев.Осетия - Алания","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",43
"Респ. Сев.Осетия - Алания","3_11","Всего прекращено дел в связи с установлением личности",2
"Респ. Сев.Осетия - Алания","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.56231003
"Респ. Сев.Осетия - Алания","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.184100418
"Карачаево-Черкесская Респ.","3_11","Всего разыскивалось лиц",526
"Карачаево-Черкесская Респ.","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",364
"Карачаево-Черкесская Респ.","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",162
"Карачаево-Черкесская Респ.","3_11","Установлено лиц из числа находившихся в розыске",207
"Карачаево-Черкесская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",178
"Карачаево-Черкесская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",29
"Карачаево-Черкесская Респ.","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",86
"Карачаево-Черкесская Респ.","3_11","Всего прекращено дел в связи с установлением личности",5
"Карачаево-Черкесская Респ.","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-31.9391635
"Карачаево-Черкесская Респ.","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",6.451612903
"Чеченская Республика","3_11","Всего разыскивалось лиц",3225
"Чеченская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1543
"Чеченская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1682
"Чеченская Республика","3_11","Установлено лиц из числа находившихся в розыске",149
"Чеченская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",133
"Чеченская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",16
"Чеченская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",14
"Чеченская Республика","3_11","Всего прекращено дел в связи с установлением личности",3
"Чеченская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",58.79682179
"Чеченская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",11.44578313
"Южный фед.округ","3_11","Всего разыскивалось лиц",18714
"Южный фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",14005
"Южный фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4603
"Южный фед.округ","3_11","Установлено лиц из числа находившихся в розыске",9614
"Южный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",8513
"Южный фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1056
"Южный фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1453
"Южный фед.округ","3_11","Всего прекращено дел в связи с установлением личности",260
"Южный фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.1942446
"Южный фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-20.61403509
"Краснодарский край","3_11","Всего разыскивалось лиц",5883
"Краснодарский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",4549
"Краснодарский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1327
"Краснодарский край","3_11","Установлено лиц из числа находившихся в розыске",2927
"Краснодарский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2584
"Краснодарский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",342
"Краснодарский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",400
"Краснодарский край","3_11","Всего прекращено дел в связи с установлением личности",54
"Краснодарский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.79730866
"Краснодарский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-15.25114155
"Астраханская область","3_11","Всего разыскивалось лиц",1340
"Астраханская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",927
"Астраханская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",407
"Астраханская область","3_11","Установлено лиц из числа находившихся в розыске",541
"Астраханская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",478
"Астраханская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",57
"Астраханская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",124
"Астраханская область","3_11","Всего прекращено дел в связи с установлением личности",30
"Астраханская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-50.6741573
"Астраханская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-46.62162162
"Волгоградская область","3_11","Всего разыскивалось лиц",2335
"Волгоградская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1628
"Волгоградская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",706
"Волгоградская область","3_11","Установлено лиц из числа находившихся в розыске",1021
"Волгоградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",918
"Волгоградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",102
"Волгоградская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",289
"Волгоградская область","3_11","Всего прекращено дел в связи с установлением личности",43
"Волгоградская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-59.73317162
"Волгоградская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-17.51412429
"Ростовская область","3_11","Всего разыскивалось лиц",4350
"Ростовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3198
"Ростовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1142
"Ростовская область","3_11","Установлено лиц из числа находившихся в розыске",2489
"Ростовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2051
"Ростовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",429
"Ростовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",309
"Ростовская область","3_11","Всего прекращено дел в связи с установлением личности",74
"Ростовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.55710956
"Ростовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-36.32850242
"Республика Адыгея","3_11","Всего разыскивалось лиц",361
"Республика Адыгея","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",249
"Республика Адыгея","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",109
"Республика Адыгея","3_11","Установлено лиц из числа находившихся в розыске",177
"Республика Адыгея","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",161
"Республика Адыгея","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",14
"Республика Адыгея","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",59
"Республика Адыгея","3_11","Всего прекращено дел в связи с установлением личности",5
"Республика Адыгея","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-52.04678363
"Республика Адыгея","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-19.64285714
"Республика Калмыкия","3_11","Всего разыскивалось лиц",358
"Республика Калмыкия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",230
"Республика Калмыкия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",128
"Республика Калмыкия","3_11","Установлено лиц из числа находившихся в розыске",147
"Республика Калмыкия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",129
"Республика Калмыкия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",18
"Республика Калмыкия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",71
"Республика Калмыкия","3_11","Всего прекращено дел в связи с установлением личности",17
"Республика Калмыкия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.24657534
"Республика Калмыкия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",3.773584906
"Республика Крым","3_11","Всего разыскивалось лиц",3361
"Республика Крым","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2647
