"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - декабрь 2015 г.)"
"  Ненецкий АО","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4
"  Ненецкий АО","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",4
"  Ненецкий АО","3_11","Всего прекращено дел в связи с установлением личности",1
"  Ненецкий АО","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-18.18181818
"  Ненецкий АО","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",1.282051282
"Вологодская область","3_11","Всего разыскивалось лиц",3978
"Вологодская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1031
"Вологодская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2083
"Вологодская область","3_11","Установлено лиц из числа находившихся в розыске",3313
"Вологодская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",841
"Вологодская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1619
"Вологодская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",61
"Вологодская область","3_11","Всего прекращено дел в связи с установлением личности",20
"Вологодская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-14.81481481
"Вологодская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",22.03856749
"Калининградская область","3_11","Всего разыскивалось лиц",673
"Калининградская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",336
"Калининградская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",327
"Калининградская область","3_11","Установлено лиц из числа находившихся в розыске",250
"Калининградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",201
"Калининградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",40
"Калининградская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",112
"Калининградская область","3_11","Всего прекращено дел в связи с установлением личности",8
"Калининградская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-40.09433962
"Калининградская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-15.65495208
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего разыскивалось лиц",8329
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",4842
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3324
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Установлено лиц из числа находившихся в розыске",3371
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2390
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",826
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",3940
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Всего прекращено дел в связи с установлением личности",984
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-17.54507628
"ГУВД г.Санкт-Петерб. и Лен.обл","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.64726159
"  Ленинградская область","3_11","Всего разыскивалось лиц",2672
"  Ленинградская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1241
"  Ленинградская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1404
"  Ленинградская область","3_11","Установлено лиц из числа находившихся в розыске",1013
"  Ленинградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",724
"  Ленинградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",263
"  Ленинградская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1478
"  Ленинградская область","3_11","Всего прекращено дел в связи с установлением личности",330
"  Ленинградская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-21.67182663
"  Ленинградская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.902480753
"  г. Санкт-Петербург","3_11","Всего разыскивалось лиц",5657
"  г. Санкт-Петербург","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3601
"  г. Санкт-Петербург","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1920
"  г. Санкт-Петербург","3_11","Установлено лиц из числа находившихся в розыске",2358
"  г. Санкт-Петербург","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1666
"  г. Санкт-Петербург","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",563
"  г. Санкт-Петербург","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",2462
"  г. Санкт-Петербург","3_11","Всего прекращено дел в связи с установлением личности",654
"  г. Санкт-Петербург","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-16.3538874
"  г. Санкт-Петербург","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-14.49375867
"Мурманская область","3_11","Всего разыскивалось лиц",874
"Мурманская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",569
"Мурманская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",303
"Мурманская область","3_11","Установлено лиц из числа находившихся в розыске",335
"Мурманская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",310
"Мурманская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",23
"Мурманская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",61
"Мурманская область","3_11","Всего прекращено дел в связи с установлением личности",16
"Мурманская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-34.81675393
"Мурманская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",5.426356589
"Новгородская  область","3_11","Всего разыскивалось лиц",1262
"Новгородская  область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",577
"Новгородская  область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",663
"Новгородская  область","3_11","Установлено лиц из числа находившихся в розыске",667
"Новгородская  область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",380
"Новгородская  область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",266
"Новгородская  область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",118
"Новгородская  область","3_11","Всего прекращено дел в связи с установлением личности",20
"Новгородская  область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-21.39917695
"Новгородская  область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.47619048
"Псковская область","3_11","Всего разыскивалось лиц",1239
"Псковская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",434
"Псковская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",680
"Псковская область","3_11","Установлено лиц из числа находившихся в розыске",805
"Псковская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",282
"Псковская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",406
"Псковская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",355
"Псковская область","3_11","Всего прекращено дел в связи с установлением личности",55
"Псковская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-36.79245283
"Псковская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-15.05376344
"Северо-Кавказский фед. округ","3_11","Всего разыскивалось лиц",13029
"Северо-Кавказский фед. округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",8337
"Северо-Кавказский фед. округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4681
"Северо-Кавказский фед. округ","3_11","Установлено лиц из числа находившихся в розыске",4925
"Северо-Кавказский фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",3218
"Северо-Кавказский фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1698
"Северо-Кавказский фед. округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",615
"Северо-Кавказский фед. округ","3_11","Всего прекращено дел в связи с установлением личности",62
"Северо-Кавказский фед. округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-2.88651641
"Северо-Кавказский фед. округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",3.339253996
"Ставропольский край","3_11","Всего разыскивалось лиц",5050
"Ставропольский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2988
"Ставропольский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2054
"Ставропольский край","3_11","Установлено лиц из числа находившихся в розыске",2925
"Ставропольский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1476
"Ставропольский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1441
"Ставропольский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",275
"Ставропольский край","3_11","Всего прекращено дел в связи с установлением личности",40
"Ставропольский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.9644581
"Ставропольский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-6.774193548
"Республика Ингушетия","3_11","Всего разыскивалось лиц",353
"Республика Ингушетия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",294
"Республика Ингушетия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",59
"Республика Ингушетия","3_11","Установлено лиц из числа находившихся в розыске",77
"Республика Ингушетия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",54
"Республика Ингушетия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",23
"Республика Ингушетия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",11
"Республика Ингушетия","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Ингушетия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.92592593
"Республика Ингушетия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",56.52173913
"Республика Дагестан","3_11","Всего разыскивалось лиц",2652
"Республика Дагестан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2437
"Республика Дагестан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",214
"Республика Дагестан","3_11","Установлено лиц из числа находившихся в розыске",928
"Республика Дагестан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",877
"Республика Дагестан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",51
"Республика Дагестан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",69
"Республика Дагестан","3_11","Всего прекращено дел в связи с установлением личности",2
"Республика Дагестан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",101.3192612
"Республика Дагестан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",9.022556391
"Кабардино-Балкарская Респ.","3_11","Всего разыскивалось лиц",732
"Кабардино-Балкарская Респ.","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",468
"Кабардино-Балкарская Респ.","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",263
"Кабардино-Балкарская Респ.","3_11","Установлено лиц из числа находившихся в розыске",357
"Кабардино-Балкарская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",266
"Кабардино-Балкарская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",90
"Кабардино-Балкарская Респ.","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",89
"Кабардино-Балкарская Респ.","3_11","Всего прекращено дел в связи с установлением личности",5
"Кабардино-Балкарская Респ.","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-11.16071429
"Кабардино-Балкарская Респ.","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-7.692307692
"Респ. Сев.Осетия - Алания","3_11","Всего разыскивалось лиц",721
"Респ. Сев.Осетия - Алания","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",455
"Респ. Сев.Осетия - Алания","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",266
"Респ. Сев.Осетия - Алания","3_11","Установлено лиц из числа находившихся в розыске",257
"Респ. Сев.Осетия - Алания","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",219
"Респ. Сев.Осетия - Алания","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",38
"Респ. Сев.Осетия - Алания","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",53
"Респ. Сев.Осетия - Алания","3_11","Всего прекращено дел в связи с установлением личности",4
"Респ. Сев.Осетия - Алания","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.13069909
"Респ. Сев.Осетия - Алания","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.020920502
"Карачаево-Черкесская Респ.","3_11","Всего разыскивалось лиц",618
"Карачаево-Черкесская Респ.","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",445
"Карачаево-Черкесская Респ.","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",173
"Карачаево-Черкесская Респ.","3_11","Установлено лиц из числа находившихся в розыске",257
"Карачаево-Черкесская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",214
"Карачаево-Черкесская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",43
"Карачаево-Черкесская Респ.","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",101
"Карачаево-Черкесская Респ.","3_11","Всего прекращено дел в связи с установлением личности",11
"Карачаево-Черкесская Респ.","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-24.33460076
"Карачаево-Черкесская Респ.","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.419354839
"Чеченская Республика","3_11","Всего разыскивалось лиц",2903
"Чеченская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1250
"Чеченская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1652
"Чеченская Республика","3_11","Установлено лиц из числа находившихся в розыске",124
"Чеченская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",112
"Чеченская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",12
"Чеченская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",17
"Чеченская Республика","3_11","Всего прекращено дел в связи с установлением личности",0
"Чеченская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",29.05788876
"Чеченская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",9.3708166
"Южный фед. округ","3_11","Всего разыскивалось лиц",18929
"Южный фед. округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",13528
"Южный фед. округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",5374
"Южный фед. округ","3_11","Установлено лиц из числа находившихся в розыске",10137
"Южный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",8380
"Южный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1740
"Южный фед. округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1697
"Южный фед. округ","3_11","Всего прекращено дел в связи с установлением личности",324
"Южный фед. округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-29.05035971
"Южный фед. округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.895833333
"Краснодарский край","3_11","Всего разыскивалось лиц",6158
"Краснодарский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",4613
"Краснодарский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1536
"Краснодарский край","3_11","Установлено лиц из числа находившихся в розыске",3072
"Краснодарский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2583
"Краснодарский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",489
"Краснодарский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",472
"Краснодарский край","3_11","Всего прекращено дел в связи с установлением личности",116
"Краснодарский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-17.40958789
"Краснодарский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-10.1369863
"Астраханская область","3_11","Всего разыскивалось лиц",3006
"Астраханская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1951
"Астраханская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1046
"Астраханская область","3_11","Установлено лиц из числа находившихся в розыске",1885
"Астраханская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1343
"Астраханская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",533
"Астраханская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",180
"Астраханская область","3_11","Всего прекращено дел в связи с установлением личности",42
"Астраханская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.92134831
"Астраханская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-18.24324324
"Волгоградская область","3_11","Всего разыскивалось лиц",4024
"Волгоградская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2810
"Волгоградская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1211
"Волгоградская область","3_11","Установлено лиц из числа находившихся в розыске",2032
"Волгоградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1825
"Волгоградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",204
"Волгоградская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",399
"Волгоградская область","3_11","Всего прекращено дел в связи с установлением личности",68
"Волгоградская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-46.33110976
"Волгоградская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",15.11299435
"Ростовская область","3_11","Всего разыскивалось лиц",4903
"Ростовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3568
"Ростовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1329
"Ростовская область","3_11","Установлено лиц из числа находившихся в розыске",2747
"Ростовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",2271
"Ростовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",471
"Ростовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",499
"Ростовская область","3_11","Всего прекращено дел в связи с установлением личности",69
"Ростовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.52447552
"Ростовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-22.70531401
"Республика Адыгея","3_11","Всего разыскивалось лиц",449
"Республика Адыгея","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",325
"Республика Адыгея","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",124
"Республика Адыгея","3_11","Установлено лиц из числа находившихся в розыске",235
"Республика Адыгея","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",210
"Республика Адыгея","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",25
"Республика Адыгея","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",49
"Республика Адыгея","3_11","Всего прекращено дел в связи с установлением личности",5
"Республика Адыгея","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-42.69005848
"Республика Адыгея","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-15.17857143
"Республика Калмыкия","3_11","Всего разыскивалось лиц",389
"Республика Калмыкия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",261
"Республика Калмыкия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",128
"Республика Калмыкия","3_11","Установлено лиц из числа находившихся в розыске",166
"Республика Калмыкия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",148
"Республика Калмыкия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",18
"Республика Калмыкия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",98
"Республика Калмыкия","3_11","Всего прекращено дел в связи с установлением личности",24
"Республика Калмыкия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.34246575
"Республика Калмыкия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",2.830188679
"Приволжский фед.округ","3_11","Всего разыскивалось лиц",39519
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",19772
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",17893
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",25271
