"Субъект","Пункт ФПСР","Наименование статистического показателя","Значение статистического показателя (за январь - июнь 2014 г.)"
"Мурманская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",520
"Мурманская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",287
"Мурманская область","3_11","Установлено лиц из числа находившихся в розыске",234
"Мурманская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",221
"Мурманская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",11
"Мурманская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",60
"Мурманская область","3_11","Всего прекращено дел в связи с установлением личности",5
"Мурманская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-17.69662921
"Мурманская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",7.96812749
"Новгородская  область","3_11","Всего разыскивалось лиц",911
"Новгородская  область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",434
"Новгородская  область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",475
"Новгородская  область","3_11","Установлено лиц из числа находившихся в розыске",319
"Новгородская  область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",231
"Новгородская  область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",86
"Новгородская  область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",316
"Новгородская  область","3_11","Всего прекращено дел в связи с установлением личности",8
"Новгородская  область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-16.94214876
"Новгородская  область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.915662651
"Псковская область","3_11","Всего разыскивалось лиц",911
"Псковская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",286
"Псковская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",517
"Псковская область","3_11","Установлено лиц из числа находившихся в розыске",472
"Псковская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",152
"Псковская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",220
"Псковская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",351
"Псковская область","3_11","Всего прекращено дел в связи с установлением личности",43
"Псковская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-38.20754717
"Псковская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",3.745318352
"Северо-Кавказский фед. округ","3_11","Всего разыскивалось лиц",9059
"Северо-Кавказский фед. округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",5899
"Северо-Кавказский фед. округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",3146
"Северо-Кавказский фед. округ","3_11","Установлено лиц из числа находившихся в розыске",1881
"Северо-Кавказский фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1669
"Северо-Кавказский фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",202
"Северо-Кавказский фед. округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",628
"Северо-Кавказский фед. округ","3_11","Всего прекращено дел в связи с установлением личности",30
"Северо-Кавказский фед. округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-14.22637591
"Северо-Кавказский фед. округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",8.007380074
"Ставропольский край","3_11","Всего разыскивалось лиц",2937
"Ставропольский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2263
"Ставропольский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",674
"Ставропольский край","3_11","Установлено лиц из числа находившихся в розыске",755
"Ставропольский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",697
"Ставропольский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",58
"Ставропольский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",291
"Ставропольский край","3_11","Всего прекращено дел в связи с установлением личности",18
"Ставропольский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.24705882
"Ставропольский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.657894737
"Республика Ингушетия","3_11","Всего разыскивалось лиц",325
"Республика Ингушетия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",294
"Республика Ингушетия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",31
"Республика Ингушетия","3_11","Установлено лиц из числа находившихся в розыске",36
"Республика Ингушетия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",31
"Республика Ингушетия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",5
"Республика Ингушетия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",5
"Республика Ингушетия","3_11","Всего прекращено дел в связи с установлением личности",0
"Республика Ингушетия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.54651163
"Республика Ингушетия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",4
"Республика Дагестан","3_11","Всего разыскивалось лиц",1592
"Республика Дагестан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1407
"Республика Дагестан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",180
"Республика Дагестан","3_11","Установлено лиц из числа находившихся в розыске",544
"Республика Дагестан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",500
"Республика Дагестан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",43
"Республика Дагестан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",75
"Республика Дагестан","3_11","Всего прекращено дел в связи с установлением личности",3
"Республика Дагестан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",17.60660248
"Республика Дагестан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0
"Кабардино-Балкарская Респ.","3_11","Всего разыскивалось лиц",545
"Кабардино-Балкарская Респ.","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",327
"Кабардино-Балкарская Респ.","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",216
"Кабардино-Балкарская Респ.","3_11","Установлено лиц из числа находившихся в розыске",175
"Кабардино-Балкарская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",132
"Кабардино-Балкарская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",41
"Кабардино-Балкарская Респ.","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",97
"Кабардино-Балкарская Респ.","3_11","Всего прекращено дел в связи с установлением личности",8
"Кабардино-Балкарская Респ.","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-5.853658537
"Кабардино-Балкарская Респ.","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-2.793296089
"Респ. Сев.Осетия - Алания","3_11","Всего разыскивалось лиц",629
"Респ. Сев.Осетия - Алания","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",364
"Респ. Сев.Осетия - Алания","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",265
"Респ. Сев.Осетия - Алания","3_11","Установлено лиц из числа находившихся в розыске",148
"Респ. Сев.Осетия - Алания","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",118
"Респ. Сев.Осетия - Алания","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",30
"Респ. Сев.Осетия - Алания","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",57
"Респ. Сев.Осетия - Алания","3_11","Всего прекращено дел в связи с установлением личности",1
"Респ. Сев.Осетия - Алания","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.65306122
"Респ. Сев.Осетия - Алания","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.149377593
"Карачаево-Черкесская Респ.","3_11","Всего разыскивалось лиц",534
"Карачаево-Черкесская Респ.","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",382
"Карачаево-Черкесская Респ.","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",145
"Карачаево-Черкесская Респ.","3_11","Установлено лиц из числа находившихся в розыске",162
"Карачаево-Черкесская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",136
"Карачаево-Черкесская Респ.","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",19
"Карачаево-Черкесская Респ.","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",86
"Карачаево-Черкесская Респ.","3_11","Всего прекращено дел в связи с установлением личности",0
"Карачаево-Черкесская Респ.","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-3.984063745
"Карачаево-Черкесская Респ.","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",8.695652174
"Чеченская Республика","3_11","Всего разыскивалось лиц",2497
"Чеченская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",862
"Чеченская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1635
"Чеченская Республика","3_11","Установлено лиц из числа находившихся в розыске",61
"Чеченская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",55
"Чеченская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",6
"Чеченская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",17
"Чеченская Республика","3_11","Всего прекращено дел в связи с установлением личности",0
"Чеченская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-2.317073171
"Чеченская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",15.36827195
"Южный фед. округ","3_11","Всего разыскивалось лиц",14399
"Южный фед. округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",9809
"Южный фед. округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",4536
"Южный фед. округ","3_11","Установлено лиц из числа находившихся в розыске",5539
"Южный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",4357
"Южный фед. округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1140
"Южный фед. округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1791
"Южный фед. округ","3_11","Всего прекращено дел в связи с установлением личности",242
"Южный фед. округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-19.91657977
"Южный фед. округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.888888889
"Краснодарский край","3_11","Всего разыскивалось лиц",4775
"Краснодарский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",3305
"Краснодарский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1456
"Краснодарский край","3_11","Установлено лиц из числа находившихся в розыске",1714
"Краснодарский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1334
"Краснодарский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",376
"Краснодарский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",489
"Краснодарский край","3_11","Всего прекращено дел в связи с установлением личности",94
"Краснодарский край","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-0.050994391
"Краснодарский край","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0.094966762
"Астраханская область","3_11","Всего разыскивалось лиц",2161
"Астраханская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1322
"Астраханская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",808
"Астраханская область","3_11","Установлено лиц из числа находившихся в розыске",926
"Астраханская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",630
"Астраханская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",266
"Астраханская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",206
"Астраханская область","3_11","Всего прекращено дел в связи с установлением личности",45
"Астраханская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.33482143
"Астраханская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-9.638554217
"Волгоградская область","3_11","Всего разыскивалось лиц",3099
"Волгоградская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2356
"Волгоградская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",739
"Волгоградская область","3_11","Установлено лиц из числа находившихся в розыске",1298
"Волгоградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1142
"Волгоградская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",152
"Волгоградская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",417
"Волгоградская область","3_11","Всего прекращено дел в связи с установлением личности",51
"Волгоградская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-25.71606476
"Волгоградская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-18.11594203
"Ростовская область","3_11","Всего разыскивалось лиц",3739
"Ростовская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2429
"Ростовская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1305
"Ростовская область","3_11","Установлено лиц из числа находившихся в розыске",1399
"Ростовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1068
"Ростовская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",327
"Ростовская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",532
"Ростовская область","3_11","Всего прекращено дел в связи с установлением личности",40
"Ростовская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-28.99842685
"Ростовская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-15.34090909
"Республика Адыгея","3_11","Всего разыскивалось лиц",327
"Республика Адыгея","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",210
"Республика Адыгея","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",117
"Республика Адыгея","3_11","Установлено лиц из числа находившихся в розыске",125
"Республика Адыгея","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",110
"Республика Адыгея","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",15
"Республика Адыгея","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",66
"Республика Адыгея","3_11","Всего прекращено дел в связи с установлением личности",8
"Республика Адыгея","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-54.63917526
"Республика Адыгея","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-15.38461538
"Республика Калмыкия","3_11","Всего разыскивалось лиц",298
"Республика Калмыкия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",187
"Республика Калмыкия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",111
"Республика Калмыкия","3_11","Установлено лиц из числа находившихся в розыске",77
"Республика Калмыкия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",73
"Республика Калмыкия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4
"Республика Калмыкия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",81
"Республика Калмыкия","3_11","Всего прекращено дел в связи с установлением личности",4
"Республика Калмыкия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-24.83221477
"Республика Калмыкия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",3.883495146
"Приволжский фед.округ","3_11","Всего разыскивалось лиц",28338
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",13927
"Приволжский фед.округ","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",13024
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске",13485
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",7369
"Приволжский фед.округ","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",4910
"Приволжский фед.округ","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",6806
"Приволжский фед.округ","3_11","Всего прекращено дел в связи с установлением личности",729
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-28.6682217
"Приволжский фед.округ","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-0.937734434
"Республика Башкортостан","3_11","Всего разыскивалось лиц",2990
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1920
"Республика Башкортостан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1042
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске",1362
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1183
"Республика Башкортостан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",169
"Республика Башкортостан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",768
"Республика Башкортостан","3_11","Всего прекращено дел в связи с установлением личности",42
"Республика Башкортостан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-20.68206821
"Республика Башкортостан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0
"Республика Марий Эл","3_11","Всего разыскивалось лиц",486
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",278
"Республика Марий Эл","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",208
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске",213
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",175
"Республика Марий Эл","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",38
"Республика Марий Эл","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",109
"Республика Марий Эл","3_11","Всего прекращено дел в связи с установлением личности",24
"Республика Марий Эл","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-42.10526316
"Республика Марий Эл","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.597701149
"Республика Мордовия","3_11","Всего разыскивалось лиц",713
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",354
"Республика Мордовия","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",337
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске",373
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",174
"Республика Мордовия","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",178
"Республика Мордовия","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",91
"Республика Мордовия","3_11","Всего прекращено дел в связи с установлением личности",10
"Республика Мордовия","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-11.33004926
"Республика Мордовия","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",5.442176871
"Республика Татарстан","3_11","Всего разыскивалось лиц",4185
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1703
"Республика Татарстан","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",2443
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске",2694
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",962
"Республика Татарстан","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",1710
"Республика Татарстан","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",185
"Республика Татарстан","3_11","Всего прекращено дел в связи с установлением личности",14
"Республика Татарстан","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-27.43538767
"Республика Татарстан","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-5.835543767
"Удмуртская Республика","3_11","Всего разыскивалось лиц",1101
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",549
"Удмуртская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",486
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске",432
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",311
"Удмуртская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",67
"Удмуртская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",281
"Удмуртская Республика","3_11","Всего прекращено дел в связи с установлением личности",25
"Удмуртская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-24.35897436
"Удмуртская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-8.053691275
"Чувашская Республика","3_11","Всего разыскивалось лиц",865
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",663
"Чувашская Республика","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",200
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске",399
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",362
"Чувашская Республика","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",36
"Чувашская Республика","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",57
"Чувашская Республика","3_11","Всего прекращено дел в связи с установлением личности",7
"Чувашская Республика","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-28.71046229
"Чувашская Республика","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.03030303
"Кировская область","3_11","Всего разыскивалось лиц",2495
"Кировская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",718
"Кировская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1384
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске",1780
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",476
"Кировская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",918
"Кировская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",257
"Кировская область","3_11","Всего прекращено дел в связи с установлением личности",94
"Кировская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-23.96166134
"Кировская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-4.791666667
"Нижегородская область","3_11","Всего разыскивалось лиц",2728
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",1293
"Нижегородская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1386
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске",876
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",638
"Нижегородская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",203
"Нижегородская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",572
"Нижегородская область","3_11","Всего прекращено дел в связи с установлением личности",122
"Нижегородская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-32.21982759
"Нижегородская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-3.078202995
"Оренбургская область","3_11","Всего разыскивалось лиц",1590
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",844
"Оренбургская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",746
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске",620
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",404
"Оренбургская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",216
"Оренбургская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",389
"Оренбургская область","3_11","Всего прекращено дел в связи с установлением личности",60
"Оренбургская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-33.59253499
"Оренбургская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",-12.4567474
"Пензенская область","3_11","Всего разыскивалось лиц",776
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",351
"Пензенская область","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",420
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске",224
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",172
"Пензенская область","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",47
"Пензенская область","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",273
"Пензенская область","3_11","Всего прекращено дел в связи с установлением личности",18
"Пензенская область","3_11","Количество (остаток) неразысканных преступников по отношению к 2011 году (%)",-35.27272727
"Пензенская область","3_11","Количество (остаток) неразысканных без вести пропавших граждан по отношению к 2011 году (%)",0
"Пермский край","3_11","Всего разыскивалось лиц",3882
"Пермский край","3_11","Всего разыскивалось лиц, в том числе скрывшихся от органов дознания, следствия, суда",2089
"Пермский край","3_11","Всего разыскивалось лиц, в том числе лиц, пропавших без вести",1666
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске",1642
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе скрывшихся от органов дознания, следствия, суда",1108
"Пермский край","3_11","Установлено лиц из числа находившихся в розыске, в том числе лиц, пропавших без вести",465
"Пермский край","3_11","Всего дел по установлению личности граждан по неопознаным трупам, находившихся на учете",1390
"Пермский край","3_11","Всего прекращено дел в связи с установлением личности",84
